id,gene_symbol,gene_name,entrez_gene_id,homologene_group_id
14585,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",14809,1578
14586,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",14810,7187
107289,Grin1os,"glutamate receptor, ionotropic, NMDA1 (zeta 1), opposite strand",320354,
14587,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",14811,645
14588,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",14812,646
14589,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",14813,647
14590,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)",14814,648
88952,Grin3a,"glutamate receptor ionotropic, NMDA3A",242443,128613
81804,Grin3b,"glutamate receptor, ionotropic, NMDA3B",170483,15606
42011,Grina,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)",66168,41517
49894,Grip1,glutamate receptor interacting protein 1,74053,12938
89103,Grip2,glutamate receptor interacting protein 2,243547,16327
33936,Gripap1,GRIP1 associated protein 1,54645,41348
23764,Grk1,G protein-coupled receptor kinase 1,24013,2197
14548,Grk4,G protein-coupled receptor kinase 4,14772,23158
14549,Grk5,G protein-coupled receptor kinase 5,14773,3879
26133,Grk6,G protein-coupled receptor kinase 6,26385,37570
14592,Grm1,"glutamate receptor, metabotropic 1",14816,649
72230,Grm2,"glutamate receptor, metabotropic 2",108068,20229
72231,Grm3,"glutamate receptor, metabotropic 3",108069,651
92621,Grm4,"glutamate receptor, metabotropic 4",268934,20230
72233,Grm5,"glutamate receptor, metabotropic 5",108071,37354
72234,Grm6,"glutamate receptor, metabotropic 6",108072,20232
72235,Grm7,"glutamate receptor, metabotropic 7",108073,20233
14599,Grm8,"glutamate receptor, metabotropic 8",14823,654
14600,Grn,granulin,14824,1577
86272,Grp,gastrin releasing peptide,225642,1580
17480,Grpel1,"GrpE-like 1, mitochondrial",17713,6992
17481,Grpel2,"GrpE-like 2, mitochondrial",17714,41432
14605,Grpr,gastrin releasing peptide receptor,14829,21098
48531,Grrp1,glycine/arginine rich protein 1,72690,67184
87238,Grsf1,G-rich RNA sequence binding factor 1,231413,20482
42633,Grtp1,GH regulated TBC protein 1,66790,84592
65782,Grwd1,glutamate-rich WD repeat containing 1,101612,6644
130479,Grxcr1,"glutaredoxin, cysteine rich 1",433899,42423
109118,Grxcr2,"glutaredoxin, cysteine rich 2",332309,85304
84390,Gsap,gamma-secretase activating protein,212167,45504
14612,Gsc,goosecoid homeobox,14836,7744
83328,Gsc2,goosecoid homebox 2,195333,3884
37182,Gsdma,gasdermin A,57911,10962
50077,Gsdmcl1,gasdermin C-like 1,74236,
50301,Gsdmcl-ps,"gasdermin C-like, pseudogene",74460,
44988,Gsdmd,gasdermin D,69146,12299
120505,Gse1,genetic suppressor element 1,382034,40964
14616,Gsg1,germ cell-specific gene 1,14840,7745
92892,Gsg1l,GSG1-like,269994,78152
14617,Gsg2,germ cell-specific gene 2,14841,49236
143309,Gsk3a,glycogen synthase kinase 3 alpha,606496,88581
35917,Gsk3b,glycogen synthase kinase 3 beta,56637,55629
42630,Gskip,GSK3B interacting protein,66787,9522
86648,Gsn,gelsolin,227753,147
14628,Gspt1,G1 to S phase transition 1,14852,68226
14629,Gspt2,G1 to S phase transition 2,14853,99786
14558,Gsr,glutathione reductase,14782,531
14630,Gss,glutathione synthetase,14854,148
14635,Gsta3,"glutathione S-transferase, alpha 3",14859,37355
14636,Gsta4,"glutathione S-transferase, alpha 4",14860,56479
43396,Gstcd,"glutathione S-transferase, C-terminal domain containing",67553,11693
52104,Gstk1,glutathione S-transferase kappa 1,76263,41075
14638,Gstm1,"glutathione S-transferase, mu 1",14862,115474
14639,Gstm2,"glutathione S-transferase, mu 2",14863,121492
14640,Gstm3,"glutathione S-transferase, mu 3",14864,37356
14641,Gstm4,"glutathione S-transferase, mu 4",14865,37357
14642,Gstm5,"glutathione S-transferase, mu 5",14866,658
14643,Gstm6,"glutathione S-transferase, mu 6",14867,117950
44154,Gstm7,"glutathione S-transferase, mu 7",68312,41816
14649,Gsto1,glutathione S-transferase omega 1,14873,37971
44057,Gsto2,glutathione S-transferase omega 2,68214,57057
14646,Gstp1,"glutathione S-transferase, pi 1",14870,660
14647,Gstt1,"glutathione S-transferase, theta 1",14871,20235
14648,Gstt2,"glutathione S-transferase, theta 2",14872,37358
67307,Gstt3,"glutathione S-transferase, theta 3",103140,129512
51727,Gstt4,"glutathione S-transferase, theta 4",75886,57104
14650,Gstz1,glutathione transferase zeta 1 (maleylacetoacetate isomerase),14874,7747
14618,Gsx1,GS homeobox 1,14842,17092
14619,Gsx2,GS homeobox 2,14843,15377
86654,Gtdc1,glycosyltransferase-like domain containing 1,227835,32590
57844,Gtf2a1,"general transcription factor II A, 1",83602,56331
47669,Gtf2a1l,"general transcription factor IIA, 1-like",71828,86732
88059,Gtf2a2,"general transcription factor II A, 2",235459,3304
86968,Gtf2b,general transcription factor IIB,229906,1158
50038,Gtf2e1,"general transcription factor II E, polypeptide 1 (alpha subunit)",74197,38062
43996,Gtf2e2,"general transcription factor II E, polypeptide 2 (beta subunit)",68153,37573
62223,Gtf2f1,"general transcription factor IIF, polypeptide 1",98053,1585
44547,Gtf2f2,"general transcription factor IIF, polypeptide 2",68705,37884
14660,Gtf2h1,"general transcription factor II H, polypeptide 1",14884,3885
23647,Gtf2h2,"general transcription factor II H, polypeptide 2",23894,1159
84095,Gtf2h3,"general transcription factor IIH, polypeptide 3",209357,1160
14661,Gtf2h4,"general transcription factor II H, polypeptide 4",14885,7090
42310,Gtf2h5,"general transcription factor IIH, polypeptide 5",66467,45635
14662,Gtf2i,general transcription factor II I,14886,7748
36358,Gtf2ird1,general transcription factor II I repeat domain-containing 1,57080,4158
77401,Gtf2ird2,GTF2I repeat domain containing 2,114674,24941
42439,Gtf3a,general transcription factor III A,66596,55630
87736,Gtf3c1,general transcription factor III C 1,233863,31040
47593,Gtf3c2,"general transcription factor IIIC, polypeptide 2, beta",71752,37490
92708,Gtf3c4,"general transcription factor IIIC, polypeptide 4",269252,8147
46080,Gtf3c5,"general transcription factor IIIC, polypeptide 5",70239,40806
43214,Gtf3c6,"general transcription factor IIIC, polypeptide 6, alpha",67371,12121
14680,Gtpbp1,GTP binding protein 1,14904,3165
83889,Gtpbp10,GTP-binding protein 10 (putative),207704,8114
35340,Gtpbp2,GTP binding protein 2,56055,10420
46200,Gtpbp3,GTP binding protein 3,70359,6600
45079,Gtpbp4,GTP binding protein 4,69237,7100
72161,Gtpbp6,GTP binding protein 6 (putative),107999,8157
41910,Gtpbp8,GTP-binding protein 8 (putative),66067,32209
14686,Gt(ROSA)26Sor,"gene trap ROSA 26, Philippe Soriano",14910,
29605,Gtse1,G two S phase expressed protein 1,29870,8489
50015,Gtsf1,gametocyte specific factor 1,74174,16942
44079,Gtsf1l,gametocyte specific factor 1-like,68236,32667
14689,Guca1a,guanylate cyclase activator 1a (retina),14913,353
71642,Guca1b,guanylate cyclase activator 1B,107477,1586
14691,Guca2a,guanylate cyclase activator 2a (guanylin),14915,7352
14692,Guca2b,guanylate cyclase activator 2b (retina),14916,5150
44620,Gucd1,guanylyl cyclase domain containing 1,68778,57149
87923,Gucy1a2,"guanylate cyclase 1, soluble, alpha 2",234889,47953
38055,Gucy1a3,"guanylate cyclase 1, soluble, alpha 3",60596,37360
88535,Gucy1b2,"guanylate cyclase 1, soluble, beta 2",239134,37885
33487,Gucy1b3,"guanylate cyclase 1, soluble, beta 3",54195,664
14693,Gucy2c,guanylate cyclase 2c,14917,3641
14695,Gucy2e,guanylate cyclase 2e,14919,55442
89430,Gucy2f,guanylate cyclase 2f,245650,37491
49548,Gucy2g,guanylate cyclase 2g,73707,44544
87218,Guf1,GUF1 GTPase homolog (S. cerevisiae),231279,6505
14699,Guk1,guanylate kinase 1,14923,665
92577,Gulo,gulonolactone (L-) oxidase,268756,6566
46517,Gulp1,"GULP, engulfment adaptor PTB domain containing 1",70676,9467
74163,Gusb,"glucuronidase, beta",110006,37271
50399,Gvin1,"GTPase, very large interferon inducible 1",74558,32708
85984,Gxylt1,glucoside xylosyltransferase 1,223827,28259
87396,Gxylt2,glucoside xylosyltransferase 2,232313,16823
27102,Gyg,glycogenin,27357,31219
14709,Gyk,glycerol kinase,14933,21848
14401,Gykl1,glycerol kinase-like 1,14625,130641
86705,Gyltl1b,glycosyltransferase-like 1B,228366,27362
14710,Gypa,glycophorin A,14934,
47524,Gypc,glycophorin C,71683,128415
14712,Gys1,"glycogen synthase 1, muscle",14936,113557
87435,Gys2,glycogen synthase 2,232493,56580
50374,Gzf1,GDNF-inducible zinc finger protein 1,74533,11200
14714,Gzma,granzyme A,14938,21237
14715,Gzmb,granzyme B,14939,108184
14719,Gzmf,granzyme F,14943,62159
14721,Gzmk,granzyme K,14945,20485
89477,Gzmn,granzyme N,245839,87221
14726,H13,histocompatibility 13,14950,7749
14731,H19,"H19, imprinted maternally expressed transcript",14955,
14734,H1f0,"H1 histone family, member 0",14958,129527
45910,H1fnt,"H1 histone family, member N, testis-specific",70069,57073
82651,H1foo,"H1 histone family, member O, oocyte-specific",171506,51377
14736,H2-Aa,"histocompatibility 2, class II antigen A, alpha",14960,123820
14737,H2-Ab1,"histocompatibility 2, class II antigen A, beta 1",14961,1603
44074,H2afb1,"H2A histone family, member B1",68231,129850
87430,H2afj,"H2A histone family, member J",232440,128575
53445,H2afv,"H2A histone family, member V",77605,129772
15045,H2afx,"H2A histone family, member X",15270,115922
26660,H2afy,"H2A histone family, member Y",26914,3598
126718,H2afy2,"H2A histone family, member Y2",404634,10246
43395,H2afy3,"H2A histone family, member Y3",67552,
31268,H2afz,"H2A histone family, member Z",51788,80218
45231,H2bfm,"H2B histone family, member M",69389,130047
14739,H2-Bl,"histocompatibility 2, blastocyst",14963,110786
14740,H2-D1,"histocompatibility 2, D region locus 1",14964,128184
14774,H2-DMa,"histocompatibility 2, class II, locus DMa",14998,4464
14775,H2-DMb1,"histocompatibility 2, class II, locus Mb1",14999,68231
14776,H2-DMb2,"histocompatibility 2, class II, locus Mb2",15000,68231
14744,H2-Ea-ps,"histocompatibility 2, class II antigen E alpha, pseudogene",100504404,7751
14745,H2-Eb1,"histocompatibility 2, class II antigen E beta",14969,128336
14755,H2-Ke6,H2-K region expressed gene 6,14979,56588
86144,H2-M1,"histocompatibility 2, M region locus 1",224756,110792
14761,H2-M10.1,"histocompatibility 2, M region locus 10.1",14985,117973
86142,H2-M10.4,"histocompatibility 2, M region locus 10.4",224753,117973
124783,H2-M10.6,"histocompatibility 2, M region locus 10.6",399549,117973
14766,H2-M2,"histocompatibility 2, M region locus 2",14990,
14767,H2-M3,"histocompatibility 2, M region locus 3",14991,75021
14773,H2-M9,"histocompatibility 2, M region locus 9",14997,110792
14777,H2-Oa,"histocompatibility 2, O region alpha locus",15001,1601
14778,H2-Ob,"histocompatibility 2, O region beta locus",15002,1602
14783,H2-Q10,"histocompatibility 2, Q region locus 10",15007,129926
14795,H2-Q8,"histocompatibility 2, Q region locus 8",15019,
14800,H2-T10,"histocompatibility 2, T region locus 10",15024,79525
14815,H2-T22,"histocompatibility 2, T region locus 22",15039,79525
14816,H2-T23,"histocompatibility 2, T region locus 23",15040,128337
14818,H2-T24,"histocompatibility 2, T region locus 24",15042,69019
14819,H2-T3,"histocompatibility 2, T region locus 3",15043,74884
14854,H3f3a,"H3 histone, family 3A",15078,121641
14857,H3f3b,"H3 histone, family 3B",15081,121641
14877,H60a,histocompatibility 60a,15101,
64368,H6pd,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),100198,48275
71928,Haao,"3-hydroxyanthranilate 3,4-dioxygenase",107766,8148
86385,Habp2,hyaluronic acid binding protein 2,226243,3050
35821,Habp4,hyaluronic acid binding protein 4,56541,8615
84112,Hace1,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1",209462,10807
36073,Hacl1,2-hydroxyacyl-CoA lyase 1,56794,5794
14883,Hadh,hydroxyacyl-Coenzyme A dehydrogenase,15107,55888
61382,Hadha,"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit",97212,152
87185,Hadhb,"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit",231086,153
14427,Hagh,hydroxyacyl glutathione hydrolase,14651,3890
44819,Haghl,hydroxyacylglutathione hydrolase-like,68977,57062
14885,Hal,histidine ammonia lyase,15109,68229
42281,Hamp2,hepcidin antimicrobial peptide 2,66438,10911
14886,Hand1,heart and neural crest derivatives expressed transcript 1,15110,3545
14888,Hao1,"hydroxyacid oxidase 1, liver",15112,6578
35468,Hao2,hydroxyacid oxidase 2,56185,97412
14890,Hap1,huntingtin-associated protein 1,15114,2935
12733,Hapln1,hyaluronan and proteoglycan link protein 1,12950,1420
49781,Hapln2,hyaluronan and proteoglycan link protein 2,73940,11045
43509,Hapln3,hyaluronan and proteoglycan link protein 3,67666,18654
108984,Hapln4,hyaluronan and proteoglycan link protein 4,330790,11304
88860,Harbi1,harbinger transposase derived 1,241547,24535
14891,Hars,histidyl-tRNA synthetase,15115,1592
46632,Hars2,"histidyl-tRNA synthetase 2, mitochondrial (putative)",70791,40819
14892,Has1,hyaluronan synthase1,15116,1165
14893,Has2,hyaluronan synthase 2,15117,3892
14894,Has3,hyaluronan synthase 3,15118,68461
71600,Hat1,histone aminotransferase 1,107435,2701
86287,Haus1,"HAUS augmin-like complex, subunit 1",225745,15516
42139,Haus2,"HAUS augmin-like complex, subunit 2",66296,10001
87192,Haus3,"HAUS augmin-like complex, subunit 3",231123,75209
85467,Haus4,"HAUS augmin-like complex, subunit 4",219072,9854
47750,Haus5,"HAUS augmin-like complex, subunit 5",71909,18969
87028,Haus6,"HAUS augmin-like complex, subunit 6",230376,9760
49579,Haus7,"HAUS augmin-like complex, subunit 7",73738,12513
52319,Haus8,"4HAUS augmin-like complex, subunit 8",76478,12644
23650,Hax1,HCLS1 associated X-1,23897,4463
14898,Hba-a1,"hemoglobin alpha, adult chain 1",15122,469
14903,Hbb,hemoglobin beta chain complex,15127,
14905,Hbb-b1,"hemoglobin, beta adult major chain",15129,68066
14906,Hbb-b2,"hemoglobin, beta adult minor chain",15130,
14908,Hbb-bh1,"hemoglobin Z, beta-like embryonic chain",15132,128038
14911,Hbb-y,"hemoglobin Y, beta-like embryonic chain",15135,128032
14976,Hbegf,heparin-binding EGF-like growth factor,15200,1466
49230,Hbp1,high mobility group box transcription factor 1,73389,8171
85017,Hbq1a,"hemoglobin, theta 1A",216635,
35702,Hbs1l,Hbs1-like (S. cerevisiae),56422,68525
14915,Hc,hemolytic complement,15139,20412
89056,Hcar1,hydrocarboxylic acid receptor 1,243270,13060
56655,Hcar2,hydroxycarboxylic acid receptor 2,80885,4391
14935,Hccs,holocytochrome c synthetase,15159,3897
14937,Hcfc1,host cell factor C1,15161,3898
110808,Hcfc1r1,host cell factor C1 regulator 1 (XPO1-dependent),353502,9901
43776,Hcfc2,host cell factor C2,67933,8337
14938,Hck,hemopoietic cell kinase,15162,20489
14939,Hcls1,hematopoietic cell specific Lyn substrate 1,15163,38034
14941,Hcn1,"hyperpolarization-activated, cyclic nucleotide-gated K+ 1",15165,32093
14942,Hcn2,"hyperpolarization-activated, cyclic nucleotide-gated K+ 2",15166,31022
14944,Hcn3,"hyperpolarization-activated, cyclic nucleotide-gated K+ 3",15168,22453
109026,Hcn4,"hyperpolarization-activated, cyclic nucleotide-gated K+ 4",330953,3997
14947,Hcrt,hypocretin,15171,1166
87114,Hcrtr1,hypocretin (orexin) receptor 1,230777,37492
122371,Hcrtr2,hypocretin (orexin) receptor 2,387285,1168
130340,Hdac1,histone deacetylase 1,433759,68426
82085,Hdac10,histone deacetylase 10,170787,23749
87390,Hdac11,histone deacetylase 11,232232,11743
14958,Hdac2,histone deacetylase 2,15182,68187
14959,Hdac3,histone deacetylase 3,15183,48250
84010,Hdac4,histone deacetylase 4,208727,55946
14960,Hdac5,histone deacetylase 5,15184,3995
14961,Hdac6,histone deacetylase 6,15185,31353
35516,Hdac7,histone deacetylase 7,56233,9124
46156,Hdac8,histone deacetylase 8,70315,41274
55058,Hdac9,histone deacetylase 9,79221,130731
14962,Hdc,histidine decarboxylase,15186,20490
45533,Hddc2,HD domain containing 2,69692,5431
44537,Hddc3,HD domain containing 3,68695,12279
14967,Hdgf,hepatoma-derived growth factor,15191,3306
14968,Hdgfl1,hepatoma derived growth factor-like 1,15192,56406
14969,Hdgfrp2,"hepatoma-derived growth factor, related protein 2",15193,7355
29612,Hdgfrp3,"hepatoma-derived growth factor, related protein 3",29877,32196
43208,Hdhd1a,haloacid dehalogenase-like hydrolase domain containing 1A,67365,8093
52827,Hdhd2,haloacid dehalogenase-like hydrolase domain containing 2,76987,12667
48589,Hdhd3,haloacid dehalogenase-like hydrolase domain containing 3,72748,11497
74767,Hdlbp,high density lipoprotein (HDL) binding protein,110611,38035
89416,Hdx,highly divergent homeobox,245596,16963
85302,Heatr1,HEAT repeat containing 1,217995,34562
87851,Heatr3,HEAT repeat containing 3,234549,45429
107422,Heatr5a,HEAT repeat containing 5A,320487,19635
107408,Heatr5b,HEAT repeat containing 5B,320473,25536
85109,Heatr6,HEAT repeat containing 6,217026,11116
14975,Hebp1,heme binding protein 1,15199,8407
35301,Hebp2,heme binding protein 2,56016,8634
119861,Heca,headcase homolog (Drosophila),380629,32300
83858,Hectd1,HECT domain containing 1,207304,9115
86352,Hectd2,HECT domain containing 2,226098,6280
52449,Hectd3,HECT domain containing 3,76608,18426
60885,Hecw1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",94253,9004
108613,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",329152,66192
53286,Heg1,HEG homolog 1 (zebrafish),77446,35276
78665,Helb,helicase (DNA) B,117599,50463
82739,Helq,"helicase, POLQ-like",191578,14667
87804,Helt,helt bHLH transcription factor,234219,18357
54295,Helz,helicase with zinc finger domain,78455,8918
86825,Helz2,"helicase with zinc finger 2, transcriptional coactivator",229003,14118
60614,Hemgn,hemogen,93966,14223
45378,Hemk1,HemK methyltransferase family member 1,69536,6815
14978,Hemt1,hematopoietic cell transcript 1,15202,48071
42558,Henmt1,HEN1 methyltransferase homolog 1 (Arabidopsis),66715,32638
48768,Hepacam,hepatocyte cell adhesion molecule,72927,17652
65372,Hepacam2,HEPACAM family member 2,101202,18724
14979,Heph,hephaestin,15203,32094
89275,Hephl1,hephaestin-like 1,244698,9112
88053,Herc1,hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1,235439,31207
14980,Herc2,hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2,15204,3430
49839,Herc3,hect domain and RLD 3,73998,57095
43188,Herc4,hect domain and RLD 4,67345,56715
42981,Herc6,hect domain and RLD 6,67138,70768
40842,Herpud1,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",64209,40973
56291,Herpud2,HERPUD family member 2,80517,10756
14981,Hes1,hairy and enhancer of split 1 (Drosophila),15205,38067
14982,Hes2,hairy and enhancer of split 2 (Drosophila),15206,22455
14983,Hes3,hairy and enhancer of split 3 (Drosophila),15207,7358
14984,Hes5,hairy and enhancer of split 5 (Drosophila),15208,7755
35214,Hes6,hairy and enhancer of split 6,55927,23111
58851,Hes7,hairy and enhancer of split 7 (Drosophila),84653,23779
14985,Hesx1,homeobox gene expressed in ES cells,15209,20831
14987,Hexa,hexosaminidase A,15211,20146
14988,Hexb,hexosaminidase B,15212,437
88412,Hexdc,"hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing",238023,68120
82878,Hexim1,hexamethylene bis-acetamide inducible 1,192231,31382
46900,Hexim2,hexamethylene bis-acetamide inducible 2,71059,16946
14989,Hey1,hairy/enhancer-of-split related with YRPW motif 1,15213,7756
14990,Hey2,hairy/enhancer-of-split related with YRPW motif 2,15214,22705
35481,Heyl,hairy/enhancer-of-split related with YRPW motif-like,56198,8494
14992,Hfe,hemochromatosis,15216,88330
45427,Hfe2,hemochromatosis type 2 (juvenile) (human homolog),69585,17060
108838,Hfm1,"HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)",330149,87103
15009,Hgd,"homogentisate 1, 2-dioxygenase",15233,156
15010,Hgf,hepatocyte growth factor,15234,503
33717,Hgfac,hepatocyte growth factor activator,54426,1170
37616,Hgh1,HGH1 homolog,59053,48742
15015,Hgs,HGF-regulated tyrosine kinase substrate,15239,37954
31600,Hgsnat,heparan-alpha-glucosaminide N-acetyltransferase,52120,15586
86485,Hhat,hedgehog acyltransferase,226861,41232
50611,Hhatl,hedgehog acyltransferase-like,74770,19287
15018,Hhex,hematopoietically expressed homeobox,15242,31110
15021,Hhip,Hedgehog-interacting protein,15245,32469
84658,Hhipl1,hedgehog interacting protein-like 1,214305,81985
54612,Hhipl2,hedgehog interacting protein-like 2,78772,11690
15023,Hiat1,hippocampus abundant gene transcript 1,15247,22456
42474,Hiatl1,hippocampus abundant transcript-like 1,66631,64464
37438,Hibadh,3-hydroxyisobutyrate dehydrogenase,58875,15088
86517,Hibch,3-hydroxyisobutyryl-Coenzyme A hydrolase,227095,5607
15024,Hic1,hypermethylated in cancer 1,15248,4740
85172,Hid1,HID1 domain containing,217310,12737
15027,Hif1a,"hypoxia inducible factor 1, alpha subunit",15251,1171
106529,Hif1an,"hypoxia-inducible factor 1, alpha subunit inhibitor",319594,9906
32897,Hif3a,"hypoxia inducible factor 3, alpha subunit",53417,9646
35575,Higd1a,"HIG1 domain family, member 1A",56295,129845
51530,Higd1b,"HIG1 domain family, member 1B",75689,9508
120022,Higd1c,"HIG1 domain family, member 1C",380975,105259
42887,Higd2a,"HIG1 domain family, member 2A",67044,32648
45415,Hilpda,hypoxia inducible lipid droplet associated,69573,8345
33679,Hils1,histone H1-like protein in spermatids 1,54388,56818
66592,Hinfp,histone H4 transcription factor,102423,9174
15030,Hint1,histidine triad nucleotide binding protein 1,15254,3904
44759,Hint2,histidine triad nucleotide binding protein 2,68917,13072
42690,Hint3,histidine triad nucleotide binding protein 3,66847,12046
84772,Hip1,huntingtin interacting protein 1,215114,68463
29551,Hip1r,huntingtin interacting protein 1 related,29816,78348
15033,Hipk1,homeodomain interacting protein kinase 1,15257,56483
15034,Hipk2,homeodomain interacting protein kinase 2,15258,68766
15035,Hipk3,homeodomain interacting protein kinase 3,15259,55923
87548,Hipk4,homeodomain interacting protein kinase 4,233020,16970
15036,Hira,histone cell cycle regulation defective homolog A (S. cerevisiae),15260,48172
87743,Hirip3,HIRA interacting protein 3,233876,18218
56609,Hist1h1a,"histone cluster 1, H1a",80838,68460
35981,Hist1h1b,"histone cluster 1, H1b",56702,110910
30197,Hist1h1c,"histone cluster 1, H1c",50708,68455
14733,Hist1h1d,"histone cluster 1, H1d",14957,68456
30198,Hist1h1e,"histone cluster 1, H1e",50709,130534
72132,Hist1h1t,"histone cluster 1, H1t",107970,3889
106099,Hist1h2ac,"histone cluster 1, H2ac",319164,69326
106102,Hist1h2ag,"histone cluster 1, H2ag",319167,69326
43867,Hist1h2bc,"histone cluster 1, H2bc",68024,130120
106114,Hist1h2be,"histone cluster 1, H2be",319179,130120
106116,Hist1h2bg,"histone cluster 1, H2bg",319181,130120
106123,Hist1h2bp,"histone cluster 1, H2bp",319188,129773
92188,Hist1h3f,"histone cluster 1, H3f",260423,128278
106093,Hist1h4i,"histone cluster 1, H4i",319158,128595
15042,Hist2h2aa1,"histone cluster 2, H2aa1",15267,130664
106124,Hist2h2bb,"histone cluster 2, H2bb",319189,113573
61284,Hist2h3c2,"histone cluster 2, H3c2",97114,128278
106097,Hist3h2a,"histone cluster 3, H2a",319162,119112
54143,Hist3h2ba,"histone cluster 3, H2ba",78303,129840
74677,Hivep1,human immunodeficiency virus type I enhancer binding protein 1,110521,1596
15048,Hivep2,human immunodeficiency virus type I enhancer binding protein 2,15273,4900
16428,Hivep3,human immunodeficiency virus type I enhancer binding protein 3,16656,7803
120136,Hjurp,Holliday junction recognition protein,381280,10184
15050,Hk1,hexokinase 1,15275,100530
15052,Hk2,hexokinase 2,15277,37273
84368,Hk3,hexokinase 3,212032,55633
84889,Hkdc1,hexokinase domain containing 1,216019,128937
75101,Hlcs,holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase),110948,37302
85119,Hlf,hepatic leukemia factor,217082,31074
20347,Hltf,helicase-like transcription factor,20585,30136
15059,Hlx,H2.0-like homeobox,15284,7363
85487,Hmbox1,homeobox containing 1,219150,11589
15063,Hmbs,hydroxymethylbilane synthase,15288,158
87386,Hmces,"5-hydroxymethylcytosine (hmC) binding, ES cell specific",232210,6636
88766,Hmcn1,hemicentin 1,240793,
42710,Hmg20a,high mobility group 20A,66867,32399
15128,Hmg20b,high mobility group 20B,15353,74949
15136,Hmga1,high mobility group AT-hook 1,15361,
15139,Hmga2,high mobility group AT-hook 2,15364,2602
15064,Hmgb1,high mobility group box 1,15289,110676
15129,Hmgb3,high mobility group box 3,15354,84734
45159,Hmgb4,high-mobility group box 4,69317,83321
15131,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,15356,159
84042,Hmgcll1,3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1,208982,27863
15132,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,15357,30994
84008,Hmgcs1,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1,208715,1609
15135,Hmgcs2,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2,15360,38066
15087,Hmgn1,high mobility group nucleosomal binding domain 1,15312,3643
15106,Hmgn2,high mobility group nucleosomal binding domain 2,15331,128537
60980,Hmgn3,high mobility group nucleosomal binding domain 3,94353,3130
30371,Hmgn5,high-mobility group nucleosome binding domain 5,50887,47593
71059,Hmgxb3,HMG box domain containing 3,106894,44229
46664,Hmgxb4,HMG box domain containing 4,70823,4007
46560,Hmha1,histocompatibility (minor) HA-1,70719,69120
15141,Hmmr,hyaluronan mediated motility receptor (RHAMM),15366,8271
15143,Hmox1,heme oxygenase (decycling) 1,15368,31075
15144,Hmox2,heme oxygenase (decycling) 2,15369,1611
15146,Hmx1,H6 homeobox 1,15371,49241
15147,Hmx2,H6 homeobox 2,15372,24625
15148,Hmx3,H6 homeobox 3,15373,40612
15149,Hn1,hematological and neurological expressed sequence 1,15374,7364
31489,Hn1l,hematological and neurological expressed 1-like,52009,16934
21166,Hnf1a,HNF1 homeobox A,21405,459
21171,Hnf1b,HNF1 homeobox B,21410,396
15153,Hnf4a,"hepatic nuclear factor 4, alpha",15378,395
44156,Hnf4aos,"hepatic nuclear factor 4 alpha, opposite strand",68314,
29932,Hnf4g,"hepatocyte nuclear factor 4, gamma",30942,37886
79896,Hnmt,histamine N-methyltransferase,140483,5032
15157,Hnrnpa1,heterogeneous nuclear ribonucleoprotein A1,15382,88614
32859,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,53379,22992
86851,Hnrnpa3,heterogeneous nuclear ribonucleoprotein A3,229279,62463
15159,Hnrnpab,heterogeneous nuclear ribonucleoprotein A/B,15384,74950
15156,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,15381,74524
11777,Hnrnpd,heterogeneous nuclear ribonucleoprotein D,11991,22410
30409,Hnrnpdl,heterogeneous nuclear ribonucleoprotein D-like,50926,75314
62928,Hnrnpf,heterogeneous nuclear ribonucleoprotein F,98758,21032
